order_id,order_supplier_name,order_supplier_id,order_part_id,order_quantity,order_status,order_created_at,order_updated_at,site_id
2173,Vector Aerospace Supply,VAS,PART-0956,202,pending,2026-06-25,2026-07-06,SITE-012
2174,Heritage Logistics Supply,HLS,PART-0907,348,delivered,2023-11-17,2023-11-30,SITE-008
2175,Cascade Aerospace Systems,CAS,PART-0460,701,shipped,2025-04-18,2025-05-08,SITE-061
2176,Prairie Technical Components,PTC,PART-0164,248,pending,2024-04-25,2024-05-07,SITE-034
2177,Heritage Logistics Supply,HLS,PART-0346,13,delivered,2023-09-04,2023-09-25,SITE-098
2178,Vector Aerospace Supply,VAS,PART-0741,684,shipped,2024-07-06,2024-08-01,SITE-056
2179,Titan Mobility Systems,TMS,PART-0335,829,pending,2026-05-27,2026-06-03,SITE-029
2180,Titan Mobility Systems,TMS,PART-0256,742,pending,2025-01-28,2025-02-25,SITE-070
2181,Ironclad Industrial Systems,IIS,PART-0197,244,pending,2023-12-05,2023-12-25,SITE-059
2182,Apex Defense Components,ADC,PART-0205,534,pending,2025-12-16,2025-12-29,SITE-008
2183,Evergreen Field Support,EFS,PART-0141,650,pending,2024-07-25,2024-08-14,SITE-094
2184,Frontier Aviation Components,FAC,PART-0786,277,pending,2024-03-26,2024-04-09,SITE-023
2185,Sterling Power Systems,SPS,PART-0310,401,pending,2026-02-11,2026-02-17,SITE-082
2186,Heritage Logistics Supply,HLS,PART-0568,386,delivered,2026-05-26,2026-06-15,SITE-016
2187,Sterling Power Systems,SPS,PART-0178,216,shipped,2026-12-22,2027-01-18,SITE-051
2188,Northstar Defense Supply,NDS,PART-0441,593,delivered,2026-11-02,2026-12-02,SITE-019
2189,Granite State Components,GSC,PART-0632,315,pending,2026-06-03,2026-06-29,SITE-032
2190,Gulf Coast Maintenance Parts,GCMP,PART-0939,821,pending,2024-07-19,2024-08-16,SITE-076
2191,Gulf Coast Maintenance Parts,GCMP,PART-0524,900,shipped,2023-03-24,2023-04-18,SITE-094
2192,Granite State Components,GSC,PART-0601,988,shipped,2025-09-14,2025-09-26,SITE-029
2193,Gulf Coast Maintenance Parts,GCMP,PART-0048,651,delivered,2024-08-19,2024-08-31,SITE-035
2194,Granite State Components,GSC,PART-0011,300,shipped,2024-01-10,2024-01-28,SITE-030
2195,Ironclad Industrial Systems,IIS,PART-0351,364,pending,2025-09-27,2025-09-30,SITE-099
2196,Falcon Electronics Group,FEG,PART-0122,432,shipped,2026-03-13,2026-03-14,SITE-070
2197,Titan Mobility Systems,TMS,PART-0444,340,shipped,2026-07-12,2026-08-10,SITE-087
2198,Lone Star Equipment Group,LSEG,PART-0992,782,delivered,2026-04-05,2026-04-06,SITE-009
2199,Sterling Power Systems,SPS,PART-0775,120,delivered,2023-03-26,2023-03-30,SITE-096
2200,Cedar Valley Manufacturing,CVM,PART-0733,20,delivered,2026-12-22,2026-12-29,SITE-040
2201,Titan Mobility Systems,TMS,PART-0656,23,pending,2025-11-14,2025-11-24,SITE-086
2202,Vector Aerospace Supply,VAS,PART-0414,104,pending,2025-12-11,2026-01-03,SITE-077
2203,Cascade Aerospace Systems,CAS,PART-0127,129,delivered,2024-05-06,2024-05-23,SITE-064
2204,Cascade Aerospace Systems,CAS,PART-0965,488,shipped,2024-01-18,2024-02-04,SITE-049
2205,Lone Star Equipment Group,LSEG,PART-0655,855,shipped,2026-08-14,2026-09-08,SITE-091
2206,Compass Maritime Supply,CMS,PART-0079,946,shipped,2023-11-18,2023-11-24,SITE-069
2207,Gulf Coast Maintenance Parts,GCMP,PART-0354,108,delivered,2024-11-07,2024-12-03,SITE-054
2208,Blue Ridge Defense Manufacturing,BRDM,PART-0416,632,shipped,2024-02-11,2024-02-19,SITE-096
2209,Mesa Tactical Manufacturing,MTM,PART-0183,700,shipped,2024-05-14,2024-05-17,SITE-070
2210,Redstone Logistics Group,RLG,PART-0152,527,delivered,2024-01-08,2024-01-17,SITE-055
2211,Cedar Valley Manufacturing,CVM,PART-0761,582,shipped,2023-08-24,2023-09-05,SITE-062
2212,Blue Ridge Defense Manufacturing,BRDM,PART-0920,424,shipped,2026-07-04,2026-08-01,SITE-050
2213,Trident Marine Components,TMC,PART-0116,261,delivered,2024-07-15,2024-08-04,SITE-011
2214,Sterling Power Systems,SPS,PART-0571,895,pending,2024-01-28,2024-02-09,SITE-011
2215,Liberty Mechanical Systems,LMS,PART-0686,519,shipped,2026-08-20,2026-09-15,SITE-039
2216,Patriot Precision Parts,PPP,PART-0435,801,delivered,2025-04-28,2025-05-02,SITE-070
2217,Liberty Mechanical Systems,LMS,PART-0876,599,pending,2023-02-05,2023-02-08,SITE-024
2218,Titan Mobility Systems,TMS,PART-0005,950,pending,2023-08-22,2023-09-08,SITE-081
2219,Pinnacle Hydraulic Systems,PHS,PART-0062,889,shipped,2025-12-11,2025-12-20,SITE-029
2220,Frontier Aviation Components,FAC,PART-0563,355,pending,2025-02-19,2025-03-08,SITE-083
2221,Prairie Technical Components,PTC,PART-0369,349,delivered,2024-10-21,2024-11-09,SITE-028
2222,Harborline Industrial Supply,HIS,PART-0111,390,delivered,2026-11-04,2026-11-28,SITE-082
2223,Ranger Vehicle Parts,RVP,PART-0074,401,pending,2025-10-19,2025-10-24,SITE-002
2224,Lone Star Equipment Group,LSEG,PART-0416,533,delivered,2026-05-01,2026-05-25,SITE-031
2225,Northstar Defense Supply,NDS,PART-0930,322,delivered,2023-05-21,2023-05-24,SITE-045
2226,Liberty Mechanical Systems,LMS,PART-0539,192,shipped,2024-06-12,2024-06-24,SITE-039
2227,Atlas Ground Support,AGS,PART-0159,427,delivered,2024-06-23,2024-07-11,SITE-080
2228,Harborline Industrial Supply,HIS,PART-0394,333,delivered,2024-03-15,2024-03-18,SITE-039
2229,Titan Mobility Systems,TMS,PART-0911,475,shipped,2025-04-26,2025-04-28,SITE-015
2230,Titan Mobility Systems,TMS,PART-0084,997,pending,2024-11-21,2024-12-11,SITE-034
2231,Titan Mobility Systems,TMS,PART-0237,266,pending,2024-07-09,2024-07-21,SITE-027
2232,Blue Ridge Defense Manufacturing,BRDM,PART-0243,392,shipped,2025-02-03,2025-02-04,SITE-009
2233,Pinnacle Hydraulic Systems,PHS,PART-0286,294,delivered,2025-11-17,2025-12-08,SITE-057
2234,Prairie Technical Components,PTC,PART-0251,427,shipped,2023-08-20,2023-09-09,SITE-031
2235,Gulf Coast Maintenance Parts,GCMP,PART-0837,928,delivered,2023-05-07,2023-05-28,SITE-014
2236,Sterling Power Systems,SPS,PART-0709,930,shipped,2025-07-27,2025-08-15,SITE-086
2237,Sterling Power Systems,SPS,PART-0368,790,pending,2026-11-16,2026-11-22,SITE-078
2238,Cedar Valley Manufacturing,CVM,PART-0317,492,shipped,2026-07-04,2026-07-21,SITE-014
2239,Blue Ridge Defense Manufacturing,BRDM,PART-0800,576,shipped,2025-10-14,2025-10-20,SITE-036
2240,Blue Ridge Defense Manufacturing,BRDM,PART-0669,614,pending,2024-06-18,2024-07-06,SITE-012
2241,Summit Tactical Supply,STS,PART-0359,536,shipped,2023-03-10,2023-03-16,SITE-060
2242,Titan Mobility Systems,TMS,PART-0900,103,delivered,2024-02-24,2024-03-14,SITE-093
2243,Northstar Defense Supply,NDS,PART-0745,661,pending,2025-03-02,2025-03-27,SITE-040
2244,Cascade Aerospace Systems,CAS,PART-0306,755,pending,2024-01-14,2024-01-17,SITE-016
2245,Cedar Valley Manufacturing,CVM,PART-0234,586,pending,2023-02-07,2023-03-07,SITE-095
2246,Granite State Components,GSC,PART-0456,404,shipped,2025-05-20,2025-06-17,SITE-085
2247,Liberty Mechanical Systems,LMS,PART-0182,795,shipped,2026-04-28,2026-05-08,SITE-033
2248,Granite State Components,GSC,PART-0356,880,delivered,2025-01-18,2025-01-31,SITE-019
2249,Granite State Components,GSC,PART-0031,274,pending,2026-03-26,2026-04-03,SITE-097
2250,Liberty Mechanical Systems,LMS,PART-0056,89,delivered,2025-05-15,2025-06-07,SITE-061
2251,Sentinel Equipment Supply,SES,PART-0064,764,pending,2024-01-27,2024-02-11,SITE-080
2252,Frontier Aviation Components,FAC,PART-0144,844,delivered,2024-11-22,2024-12-06,SITE-016
2253,Compass Maritime Supply,CMS,PART-0973,363,pending,2025-06-08,2025-06-24,SITE-018
2254,Liberty Mechanical Systems,LMS,PART-0337,459,pending,2023-06-03,2023-07-03,SITE-061
2255,Gulf Coast Maintenance Parts,GCMP,PART-0857,141,delivered,2024-02-25,2024-03-06,SITE-048
2256,Redstone Logistics Group,RLG,PART-0290,224,shipped,2026-10-03,2026-10-14,SITE-027
2257,Cedar Valley Manufacturing,CVM,PART-0290,467,delivered,2023-06-18,2023-06-29,SITE-070
2258,Liberty Mechanical Systems,LMS,PART-0161,887,shipped,2024-09-09,2024-09-27,SITE-051
2259,Lone Star Equipment Group,LSEG,PART-0935,960,delivered,2026-01-09,2026-02-06,SITE-060
2260,Mesa Tactical Manufacturing,MTM,PART-0668,179,delivered,2024-12-20,2025-01-02,SITE-062
2261,Compass Maritime Supply,CMS,PART-0874,860,shipped,2026-11-24,2026-11-26,SITE-066
2262,Gulf Coast Maintenance Parts,GCMP,PART-0339,305,pending,2024-05-05,2024-05-27,SITE-070
2263,Summit Tactical Supply,STS,PART-0347,567,pending,2025-08-18,2025-09-13,SITE-069
2264,Heritage Logistics Supply,HLS,PART-0525,162,shipped,2025-01-04,2025-02-02,SITE-017
2265,Evergreen Field Support,EFS,PART-0456,534,delivered,2025-09-15,2025-10-01,SITE-035
2266,Northstar Defense Supply,NDS,PART-0625,584,pending,2024-06-22,2024-07-07,SITE-014
2267,Sentinel Equipment Supply,SES,PART-0550,316,shipped,2023-05-13,2023-05-31,SITE-086
2268,Pinnacle Hydraulic Systems,PHS,PART-0533,690,shipped,2024-06-04,2024-06-09,SITE-036
2269,Compass Maritime Supply,CMS,PART-0014,868,delivered,2025-07-05,2025-07-19,SITE-030
2270,Falcon Electronics Group,FEG,PART-0475,485,pending,2025-09-26,2025-10-08,SITE-074
2271,Pinnacle Hydraulic Systems,PHS,PART-0202,179,delivered,2023-11-02,2023-11-24,SITE-003
2272,Cedar Valley Manufacturing,CVM,PART-0667,712,shipped,2025-03-07,2025-03-26,SITE-053
2273,Prairie Technical Components,PTC,PART-0289,294,pending,2026-07-27,2026-08-06,SITE-062
2274,Keystone Industrial Supply,KIS,PART-0853,945,pending,2025-05-05,2025-05-23,SITE-030
2275,Heritage Logistics Supply,HLS,PART-0370,777,delivered,2026-09-12,2026-09-20,SITE-045
2276,Cedar Valley Manufacturing,CVM,PART-0856,943,delivered,2024-11-25,2024-12-13,SITE-038
2277,Frontier Aviation Components,FAC,PART-0578,97,pending,2026-06-13,2026-07-13,SITE-056
2278,Lone Star Equipment Group,LSEG,PART-0221,142,delivered,2023-07-03,2023-07-27,SITE-072
2279,Liberty Mechanical Systems,LMS,PART-0343,850,shipped,2026-07-28,2026-08-19,SITE-042
2280,Apex Defense Components,ADC,PART-0149,283,shipped,2025-11-03,2025-11-14,SITE-051
2281,Granite State Components,GSC,PART-0747,471,pending,2026-03-14,2026-03-28,SITE-099
2282,Harborline Industrial Supply,HIS,PART-0272,387,pending,2025-02-09,2025-03-09,SITE-056
2283,Evergreen Field Support,EFS,PART-0020,487,pending,2023-11-13,2023-11-28,SITE-019
2284,Mesa Tactical Manufacturing,MTM,PART-0165,443,shipped,2026-05-24,2026-06-03,SITE-084
2285,Liberty Mechanical Systems,LMS,PART-0147,761,pending,2026-05-02,2026-05-30,SITE-082
2286,Falcon Electronics Group,FEG,PART-0939,850,shipped,2024-10-25,2024-11-21,SITE-023
2287,Liberty Mechanical Systems,LMS,PART-0754,849,pending,2025-08-28,2025-09-10,SITE-063
2288,Atlas Ground Support,AGS,PART-0770,617,delivered,2024-02-09,2024-02-21,SITE-083
2289,Redstone Logistics Group,RLG,PART-0256,750,shipped,2025-08-22,2025-09-13,SITE-093
2290,Falcon Electronics Group,FEG,PART-0363,512,pending,2024-02-21,2024-03-03,SITE-065
2291,Patriot Precision Parts,PPP,PART-0812,584,delivered,2026-06-06,2026-07-05,SITE-081
2292,Blue Ridge Defense Manufacturing,BRDM,PART-0092,416,pending,2023-06-09,2023-07-09,SITE-074
2293,Redstone Logistics Group,RLG,PART-0794,206,delivered,2025-11-23,2025-11-25,SITE-052
2294,Gulf Coast Maintenance Parts,GCMP,PART-0348,839,pending,2025-06-06,2025-06-28,SITE-047
2295,Falcon Electronics Group,FEG,PART-0111,321,delivered,2025-02-02,2025-02-13,SITE-016
2296,Liberty Mechanical Systems,LMS,PART-0229,811,delivered,2023-07-24,2023-08-01,SITE-046
2297,Cedar Valley Manufacturing,CVM,PART-0161,976,shipped,2026-07-06,2026-07-08,SITE-058
2298,Apex Defense Components,ADC,PART-0529,87,shipped,2023-05-19,2023-06-04,SITE-005
2299,Evergreen Field Support,EFS,PART-0363,65,delivered,2025-12-15,2026-01-11,SITE-042
2300,Trident Marine Components,TMC,PART-0774,11,pending,2026-02-04,2026-02-07,SITE-077
2301,Lone Star Equipment Group,LSEG,PART-0365,361,shipped,2023-09-27,2023-10-13,SITE-041
2302,Cascade Aerospace Systems,CAS,PART-0060,782,shipped,2023-06-24,2023-07-05,SITE-064
2303,Northstar Defense Supply,NDS,PART-0529,381,pending,2025-03-23,2025-04-15,SITE-058
2304,Redstone Logistics Group,RLG,PART-0313,470,delivered,2023-08-25,2023-09-14,SITE-026
2305,Gulf Coast Maintenance Parts,GCMP,PART-0605,348,pending,2024-11-28,2024-12-21,SITE-069
2306,Atlas Ground Support,AGS,PART-0663,526,pending,2024-06-10,2024-06-13,SITE-095
2307,Cascade Aerospace Systems,CAS,PART-0417,234,shipped,2024-03-17,2024-03-28,SITE-096
2308,Apex Defense Components,ADC,PART-0574,479,pending,2025-04-02,2025-04-10,SITE-024
2309,Titan Mobility Systems,TMS,PART-0525,869,pending,2026-07-08,2026-07-31,SITE-097
2310,Cascade Aerospace Systems,CAS,PART-0693,210,pending,2024-08-27,2024-08-30,SITE-096
2311,Summit Tactical Supply,STS,PART-0290,551,delivered,2023-06-09,2023-06-11,SITE-018
2312,Redstone Logistics Group,RLG,PART-0944,868,pending,2024-07-12,2024-08-04,SITE-041
2313,Sterling Power Systems,SPS,PART-0085,990,pending,2026-04-06,2026-04-11,SITE-081
2314,Summit Tactical Supply,STS,PART-0599,58,shipped,2023-11-16,2023-12-16,SITE-066
2315,Compass Maritime Supply,CMS,PART-0167,19,delivered,2024-12-23,2025-01-22,SITE-016
2316,Northstar Defense Supply,NDS,PART-0098,895,pending,2025-03-08,2025-03-21,SITE-093
2317,Cedar Valley Manufacturing,CVM,PART-0678,944,delivered,2023-09-15,2023-09-25,SITE-001
2318,Ironclad Industrial Systems,IIS,PART-0355,243,shipped,2026-01-11,2026-01-31,SITE-012
2319,Summit Tactical Supply,STS,PART-0228,182,shipped,2025-02-02,2025-03-04,SITE-084
2320,Northstar Defense Supply,NDS,PART-0695,991,pending,2026-04-25,2026-05-18,SITE-004
2321,Mesa Tactical Manufacturing,MTM,PART-0002,85,delivered,2026-08-13,2026-08-27,SITE-064
2322,Sentinel Equipment Supply,SES,PART-0641,903,delivered,2025-10-25,2025-10-29,SITE-096
2323,Titan Mobility Systems,TMS,PART-0434,167,shipped,2025-06-18,2025-07-08,SITE-082
2324,Ironclad Industrial Systems,IIS,PART-0446,611,shipped,2025-11-14,2025-12-09,SITE-020
2325,Prairie Technical Components,PTC,PART-0185,315,delivered,2026-10-24,2026-11-08,SITE-015
2326,Prairie Technical Components,PTC,PART-0683,698,shipped,2023-05-06,2023-05-07,SITE-041
2327,Blue Ridge Defense Manufacturing,BRDM,PART-0856,357,shipped,2025-06-01,2025-06-11,SITE-011
2328,Evergreen Field Support,EFS,PART-0272,663,shipped,2024-01-19,2024-02-05,SITE-070
2329,Falcon Electronics Group,FEG,PART-0239,489,pending,2025-10-02,2025-10-08,SITE-028
2330,Blue Ridge Defense Manufacturing,BRDM,PART-0314,813,delivered,2026-09-22,2026-09-28,SITE-059
2331,Gulf Coast Maintenance Parts,GCMP,PART-0767,124,delivered,2024-12-09,2024-12-18,SITE-032
2332,Granite State Components,GSC,PART-0900,579,shipped,2023-09-18,2023-09-23,SITE-072
2333,Prairie Technical Components,PTC,PART-0972,293,pending,2023-11-14,2023-11-28,SITE-082
2334,Apex Defense Components,ADC,PART-0311,234,delivered,2026-02-13,2026-02-22,SITE-052
2335,Ranger Vehicle Parts,RVP,PART-0571,233,delivered,2024-04-19,2024-05-18,SITE-064
2336,Ironclad Industrial Systems,IIS,PART-0662,514,delivered,2025-02-15,2025-02-25,SITE-017
2337,Gulf Coast Maintenance Parts,GCMP,PART-0906,839,delivered,2023-10-25,2023-11-23,SITE-079
2338,Sterling Power Systems,SPS,PART-0116,202,delivered,2025-12-06,2025-12-07,SITE-030
2339,Atlas Ground Support,AGS,PART-0215,747,delivered,2025-10-20,2025-11-05,SITE-095
2340,Sentinel Equipment Supply,SES,PART-0023,894,shipped,2026-09-23,2026-10-20,SITE-083
2341,Granite State Components,GSC,PART-0167,786,pending,2023-05-20,2023-05-28,SITE-071
2342,Northstar Defense Supply,NDS,PART-0232,85,delivered,2023-02-04,2023-02-05,SITE-007
2343,Compass Maritime Supply,CMS,PART-0740,337,pending,2026-04-12,2026-04-22,SITE-011
2344,Vector Aerospace Supply,VAS,PART-0733,795,delivered,2026-09-17,2026-10-01,SITE-048
2345,Granite State Components,GSC,PART-0752,238,delivered,2024-01-26,2024-02-04,SITE-009
2346,Sentinel Equipment Supply,SES,PART-0939,562,shipped,2024-07-21,2024-07-26,SITE-028
2347,Redstone Logistics Group,RLG,PART-0579,8,delivered,2026-10-19,2026-11-16,SITE-081
2348,Cascade Aerospace Systems,CAS,PART-0111,329,delivered,2023-01-08,2023-01-16,SITE-017
2349,Lone Star Equipment Group,LSEG,PART-0223,584,pending,2025-05-26,2025-05-28,SITE-018
2350,Ranger Vehicle Parts,RVP,PART-0926,771,shipped,2024-01-21,2024-02-15,SITE-001
2351,Vector Aerospace Supply,VAS,PART-0303,630,pending,2025-11-17,2025-12-14,SITE-085
2352,Apex Defense Components,ADC,PART-0479,754,pending,2024-04-12,2024-05-04,SITE-091
2353,Falcon Electronics Group,FEG,PART-0366,828,delivered,2026-10-07,2026-10-24,SITE-030
2354,Sterling Power Systems,SPS,PART-0867,121,pending,2023-07-16,2023-08-14,SITE-021
2355,Falcon Electronics Group,FEG,PART-0238,81,delivered,2026-05-20,2026-06-09,SITE-094
2356,Harborline Industrial Supply,HIS,PART-0427,468,delivered,2024-06-14,2024-06-29,SITE-045
2357,Heritage Logistics Supply,HLS,PART-0382,779,shipped,2024-02-02,2024-02-24,SITE-098
2358,Liberty Mechanical Systems,LMS,PART-0614,272,pending,2025-04-24,2025-05-17,SITE-002
2359,Mesa Tactical Manufacturing,MTM,PART-0880,249,delivered,2026-08-12,2026-09-10,SITE-081
2360,Liberty Mechanical Systems,LMS,PART-0461,180,shipped,2026-02-15,2026-03-13,SITE-024
2361,Prairie Technical Components,PTC,PART-0469,4,delivered,2026-02-17,2026-03-03,SITE-005
2362,Lone Star Equipment Group,LSEG,PART-0178,376,delivered,2024-07-16,2024-08-15,SITE-034
2363,Pinnacle Hydraulic Systems,PHS,PART-0675,244,pending,2026-03-16,2026-04-14,SITE-070
2364,Ranger Vehicle Parts,RVP,PART-0040,394,delivered,2026-05-04,2026-06-02,SITE-088
2365,Atlas Ground Support,AGS,PART-0187,578,shipped,2025-11-25,2025-12-10,SITE-034
2366,Patriot Precision Parts,PPP,PART-0713,858,shipped,2023-02-13,2023-03-13,SITE-031
2367,Northstar Defense Supply,NDS,PART-0371,189,shipped,2026-05-08,2026-05-17,SITE-075
2368,Falcon Electronics Group,FEG,PART-0111,133,shipped,2026-10-19,2026-10-27,SITE-094
2369,Lone Star Equipment Group,LSEG,PART-0124,658,shipped,2025-09-07,2025-09-09,SITE-075
2370,Gulf Coast Maintenance Parts,GCMP,PART-0305,985,delivered,2024-01-24,2024-02-07,SITE-066
2371,Blue Ridge Defense Manufacturing,BRDM,PART-0489,885,delivered,2023-07-15,2023-08-02,SITE-042
2372,Compass Maritime Supply,CMS,PART-0289,340,pending,2024-03-06,2024-03-21,SITE-067
2373,Atlas Ground Support,AGS,PART-0269,549,delivered,2026-03-23,2026-04-06,SITE-068
2374,Compass Maritime Supply,CMS,PART-0136,364,shipped,2024-05-27,2024-06-12,SITE-068
2375,Northstar Defense Supply,NDS,PART-0636,903,pending,2026-05-05,2026-05-29,SITE-088
2376,Titan Mobility Systems,TMS,PART-0706,701,shipped,2025-06-27,2025-07-26,SITE-047
2377,Apex Defense Components,ADC,PART-0223,392,pending,2023-09-25,2023-10-08,SITE-053
2378,Mesa Tactical Manufacturing,MTM,PART-0146,21,shipped,2026-02-26,2026-03-16,SITE-050
2379,Sterling Power Systems,SPS,PART-0562,701,pending,2026-07-27,2026-08-16,SITE-051
2380,Apex Defense Components,ADC,PART-0177,910,shipped,2023-11-03,2023-11-07,SITE-063
2381,Redstone Logistics Group,RLG,PART-0216,311,pending,2026-05-01,2026-05-14,SITE-001
2382,Gulf Coast Maintenance Parts,GCMP,PART-0465,257,delivered,2026-02-06,2026-02-27,SITE-053
2383,Ranger Vehicle Parts,RVP,PART-0147,552,shipped,2026-06-28,2026-07-20,SITE-007
2384,Vector Aerospace Supply,VAS,PART-0659,692,shipped,2025-09-19,2025-09-25,SITE-062
2385,Blue Ridge Defense Manufacturing,BRDM,PART-0757,950,delivered,2024-12-17,2025-01-11,SITE-039
2386,Blue Ridge Defense Manufacturing,BRDM,PART-0365,824,pending,2025-10-03,2025-10-26,SITE-086
2387,Redstone Logistics Group,RLG,PART-0965,47,shipped,2025-07-28,2025-07-31,SITE-071
2388,Summit Tactical Supply,STS,PART-0526,114,delivered,2026-08-23,2026-09-18,SITE-096
2389,Evergreen Field Support,EFS,PART-0246,218,delivered,2026-02-01,2026-02-19,SITE-002
2390,Sentinel Equipment Supply,SES,PART-0020,148,delivered,2024-10-12,2024-11-02,SITE-025
2391,Northstar Defense Supply,NDS,PART-0542,455,pending,2024-04-24,2024-04-30,SITE-006
2392,Evergreen Field Support,EFS,PART-0327,159,delivered,2026-01-23,2026-02-13,SITE-028
2393,Liberty Mechanical Systems,LMS,PART-0498,274,shipped,2025-10-03,2025-10-29,SITE-068
2394,Compass Maritime Supply,CMS,PART-0207,324,shipped,2024-07-24,2024-07-25,SITE-008
2395,Prairie Technical Components,PTC,PART-0743,814,delivered,2026-06-24,2026-07-04,SITE-026
2396,Compass Maritime Supply,CMS,PART-0883,56,pending,2023-09-22,2023-10-12,SITE-013
2397,Atlas Ground Support,AGS,PART-0982,247,delivered,2023-02-03,2023-02-25,SITE-079
2398,Sentinel Equipment Supply,SES,PART-0307,81,shipped,2023-07-10,2023-08-06,SITE-038
2399,Vector Aerospace Supply,VAS,PART-0375,913,delivered,2023-06-12,2023-06-23,SITE-018
2400,Cascade Aerospace Systems,CAS,PART-0734,587,pending,2026-03-15,2026-04-09,SITE-064
2401,Frontier Aviation Components,FAC,PART-0015,603,delivered,2023-07-22,2023-08-04,SITE-032
2402,Evergreen Field Support,EFS,PART-0994,823,delivered,2025-04-12,2025-04-13,SITE-033
2403,Frontier Aviation Components,FAC,PART-0666,691,pending,2024-05-13,2024-06-01,SITE-053
2404,Atlas Ground Support,AGS,PART-0915,630,shipped,2023-10-18,2023-11-07,SITE-021
